Key,Value
about_internal_strings,Cet ensemble contient des textes qui étaient encodés dans FALL.EXE et des textes spécifiques de Daggerfall Unity.
pleaseSelectYourHomeProvince,Choisissez votre province d'origine...
saveGame,Sauvegarder la partie
loadGame,Charger une partie
thingJustDied,%s vient de mourir.
gameSaved,Partie sauvegardée.
gameLoaded,Partie chargée.
thisHouseHasNothingOfValue,Aucun objet de valeur ici.
findLocationPrompt,Saisir le nom de l'endroit : 
rightHandEquipped,Main droite équipée.
leftHandEquipped,Main gauche équipée.
usingRightHand,Utiliser l'arme avec la main droite.
usingLeftHand,Utiliser l'arme avec la main gauche.
itemHasBroken,%s a cassé.
itemHasBrokenPlural,%s ont cassé.
cannotCarryGold,Vous ne pouvez pas transporter autant d'or.
cannotFloat,Vous êtes trop chargé pour rester à flots.
youHaveNoArrows,Vous n'avez pas de flèche.
oldSaveNoTrade,"Sauvegarde en intérieur chargée, la fenêtre de commerce ne va pas fonctionner, merci de sortir puis d'entrer à nouveau."
theBodyHasNoTreasure,Rien dans ce cadavre.
youAreTooFarAway,Vous êtes trop loin... 
youSeeAn,Vous voyez un %s.
youSeeA,Vous voyez un %s.
youSeeADeadPerson,Vous voyez un cadavre.
youSeeADead,Vous voyez un %s mort
youCollectArrows,Vous retirez vos flèches du cadavre.
loiterHowManyHours,Flâner pendant combien d'heures : 
restHowManyHours,Nombre d'heures pour se reposer :
potionRecipeFor,Récipient pour potion de %po
potionOf,Potion de %po
letterPrefix,Lettre : 
multipleAssignments,Assignation multiple de touches.
youAreEntering,Vous entrez dans %s
storeClosed,Magasin fermé. Ouvert de %d1:00 à %d2:00.
guildClosed,La guilde est fermée. Ouvert de %d1:00 à %d2:00.
any,%s
arkayDesc,Dieu de la naissance et de la mort
zenDesc,Dieu du travail et du commerce
maraDesc,Déesse de l'amour
akatoshDesc,Dieu du temps
julianosDesc,Dieu de la logique
dibellaDesc,Déesse de la beauté
stendarDesc,Dieu du pardon
kynarethDesc,Déesse de l'air
interactionIsNowInMode,L’interaction est maintenant en mode %s.
steal,voler
grab,prendre
info,info
dialogue,dialogue
residence,Résidence
youSee,Vous voyez %s.
theNamedResidence,Résidence de %s
playerResidence,Maison de %s
materialIneffective,Le matériau de votre arme est inefficace.
successfulBackstab,Attaque par derrière réussie !
languagePacified,Vous avez pacifié %e en utilisant votre compétence %s.
lockpickingSuccess,La serrure s'ouvre.
lockpickingFailure,Ça ne s'ouvre pas.
magicLock,Cette serrure est verrouillée par magie...
lockpickChance1,Cette serrure n'a rien à craindre de vous...
lockpickChance2,Que vous ouvriez cette serrure serait un miracle...
lockpickChance3,Cette serrure semble au-delà de vos compétence...
buildingNames,"Temple d'Akatosh
Temple d'Arkay
Temple de Dibella
Temple de Julianos
Temple de Kynareth
Temple de Mara
Temple de Stendarr
Temple de Zen
Ordre du Corbeau
Chevaliers du Dragon
Chevaliers du Hibou
Ordre de la Chandelle
Chevaliers de la Flamme
Ost du Cor
Chevaliers de la Rose
Chevaliers de la Roue
Ordre du Scarabée
Chevaliers du Faucon
Guilde des Mages
Guilde des Guerriers
Taverne
Bibliothèque
Forgeron d'armes
Armurier
Alchimiste
Banque
Librairie
Magasin de vêtements
Joaillerie
Prêteur sur gages"
lockpickChance,"Vous doutez de votre capacité à ouvrir cette serrure...
Cette serrure semble difficile...
Cette serrure va être un bon challenge...
Cette serrure va être intéressante...
Vous pensez pouvoir ouvrir cette serrure...
Cette serrure semble plutôt simple...
Cette serrure vous amuse...
La pauvre qualité de cette serrure vous fait rire...
Voilà qui ressemble bien peu à une serrure...
Cette serrure est une insulte à vos compétences..."
youPinchedGoldPiece,Vous prenez une pièce d'or.
youPinchedGoldPieces,Vous prenez %d pièces d'or.
youAreNotSuccessful,Vous échouez...
daysUntilFreedom,%d jours avant la liberté.
skillImprove,Votre capacité %s a augmenté.
mustDistributeBonusPoints,Vous devez distribuer tous les points bonus.
enterNewName,Saisir le nouveau nom : 
affiliation,Affiliation
rank,Rang
serviceQuests,Obtenir une quête
serviceSell,Vendre
serviceBanking,Banque
serviceIdentify,Identifier
serviceBuySpells,Acheter des sorts
serviceTraining,Entraînement
serviceTeleport,Téléportation
serviceMakeSpells,Faire des sorts
serviceBuyMagicItems,Acheter des objets magiques
serviceSellMagicItems,Vendre des objets magiques
serviceDaedraSummon,Invocation de Daedra
serviceMakeMagicItems,Faire des objets magiques
serviceRepairs,Réparer
serviceDonate,Faire un don
serviceCure,Guérir une maladie
serviceSpymaster,Maître-espion
serviceMakePotions,Faire des potions
serviceBuyPotions,Acheter des potions
serviceBuySoulgems,Acheter des pièges d'âme
serviceReceiveArmor,Recevoir une armure
serviceReceiveHouse,Recevoir une maison
serviceReceiveHouseAlready,Vous avez déjà obtenu votre maison.
accessMembersOnly,Vous devez être un membre de niveau suffisant pour accéder à ceci.
serviceCured,Vous êtes guéri.
serviceSummonCost1,"%pcn, le prix demandé pour que je tente"
serviceSummonCost2,une invocation de %dae est 
serviceSummonCost3, pièces d'or.
roomFreeForKnightSuchAsYou,La chambre est gratuite pour un chevalier tel que vous.
roomFreeDueToHeartsDay,La chambre est gratuite pour cause de Jour du Cœur.
youAreNotHungry,Vous n'avez pas faim.
exhaustedInWater,La fatigue vous submerge et vous emmène sur un rivage...
youFeelSomewhatBad,Vous vous sentez mal.
avoidDeath,"Par la grâce de Stendarr, vous avez survécu à une mort certaine !"
pronounHe,il
pronounShe,elle
pronounHim,le
pronounHer,la
pronounHis,son
pronounHers,sa
pronounHimself,lui-même
pronounHerself,elle-même
city,ville
village,village
hamlet,hameau
farm,ferme
shack,cabane
manor,manoir
community,communauté
shrine,sanctuaire
King,Roi
Queen,Reine
Duke,Duc
Duchess,Duchesse
Marquis,Marquis
Marquise,Marquise
Count,Comte
Countess,Comtesse
Baron,Baron
Baroness,Baronne
Lord,Seigneur
Lady,Dame
revered,révéré
esteemed,estimé
honored,honoré
admired,admiré
respected,respecté
dependable,fiable
aCommonCitizen,un citoyen normal
hated,haï
pondScum,minable
aVillain,un scélérat
aCriminal,un criminel
aScoundrel,un gredin
undependable,pas fiable
unknown,inconnu
Broken,Cassé
Useless,Inutile
Battered,Cabossé
Worn,Usé
Used,Utilisé
SlightlyUsed,Peu utilisé
AlmostNew, Presque neuf
New,Neuf
Nothing,Rien
local,local
tavern,taverne
Attempted_Breaking_And_Entering,Tentative d'effraction
Trespassing,Effraction
Breaking_And_Entering,Casse avec effraction
Assault,Attaque
Murder,Meurtre
Tax_Evasion,Évasion fiscale
Criminal_Conspiracy,Conspiration criminelle
Vagrancy,Vagabondage
Smuggling,Contrebande
Piracy,Piratage
High_Treason,Haute trahison
Pickpocketing,Vol à la tire
Theft,Vol
Treason,Trahison
Loan_Default,Emprunt par défaut
Regular_Punishment_String,%gtp pièces d'or d'amende et %dip jours de prison
Banishment,Bannissement
Execution,Exécution
cannotChangeTransportationIndoors,Pas de changement de transport en intérieur.
cannotTravelWithEnemiesNearby,Vous ne pouvez pas voyager avec des ennemis aux environs.
cannotTravelIndoors,Vous ne pouvez pas voyager quand vous êtes en intérieur.
powersUnknown,Pouvoir inconnu.
itemPowers,"Lancé quand utilisé :
Lancé quand tenu :
Lancé quand frappé :
Points de sort supp.
Fort contre
Régénère santé
Effet vampirique
Permet de porter davantage
Répare les objets
Absorbe les sorts
Améliore compétence
Allège
Renforce l'armure
Améliore les compétences
Bonne rép. avec
Lie une âme
Détériore les objets
L'utilisateur prend des dégâts
Problèmes de vision
Problèmes en marchant
Dégâts légers contre
Pompe la santé
Mauvaise réactions contre
Poids supplémentaire
Affaiblit armure
Mauvaise rép. avec"
enemyNames,"Rat
Diablotin
Spriggan
Chauve-souris géante
Ours grizzly
Tigre à dents de sabre
Araignée
Orque
Centaure
Loup-garou
Nymphe
Poisson-tueur
Sergent orque
Harpie
Sanglier-garou
Guerrier squelette
Géant
Zombie
Fantôme
Momie
Scorpion géant
Shaman orque
Gargouille
Spectre
Seigneur de guerre orque
Daedra du froid
Daedra du feu
Daedroth
Vampire
Séductrice daedra
Ancêtre vampire
Seigneur Daedra
Liche
Ancêtre liche
Dragonnet
Atronach de feu
Atronach de fer
Atronach de chair
Atronach de glace
Cheval
Dragonnet
Dreugh
Lamia
Mage
Mage guerrier
Mage de bataille
Sorcier
Guérisseur
Nightblade
Barde
Cambrioleur
Voyou
Acrobate
Voleur
Assassin
Moine
Archer
Ranger
Barbare
Guerrier
Chevalier
Garde urbain"
extraSpellPtsTimes,"durant l'hiver
durant le printemps
durant l'été
durant l'automne
à la pleine lune
à mi-lune
à la nouvelle lune
près de morts-vivants
près d'une daedra
près d'humanoïdes
près d'animaux"
regensHealthTimes,"toujours
au soleil
dans le noir"
vampiricEffectRanges,"à distance
quand touché"
increasedWeightAllowances,"25 % de plus
50 % de plus"
improvedTalents,"audition
athlétisme
poussée d'adrénaline"
itemDeteriorateLocations,"toujours
au soleil
dans les endroits saints"
userTakesDamageLocations,"au soleil
dans les endroits saints"
enemyGroupNames,"morts-vivants
Daedra
humanoïdes
animaux"
healthLeechStopConditions,"toujours
sauf si utilisé tous les jours
sauf si utilisé toutes les semaines"
badReactionFromEnemyGroups,"humanoïdes
animaux
Daedra"
repWithGroups,"Roturiers
Marchands
Érudits
Noblesse
Bas-fonds
Tous"
youReceiveGoldPieces,Vous recevez %s pièces d'or.
bankPurchasePrice,Prix : %s pièces d'or
youHaveRentedRoom,Vous avez une chambre à %s pour %d heures.
haveNotRentedRoom,Vous n'avez pas loué de chambre ici. 
expiredRentedRoom,Votre période de location pour cette chambre est terminée.
tavernAle,Bière (1 or)
tavernBeer,Bière (1 or)
tavernMead,Cidre (2 or)
tavernWine,Vin (3 or)
tavernBread,Pain (1 or)
tavernBroth,Soupe (1 or)
tavernCheese,Fromage (2 or)
tavernFowl,Poulet (3 or)
tavernGruel,Gruau (2 or)
tavernPie,Tarte (2 or)
tavernStew,Ragoût (3 or)
pressButtonToFireSpell,Appuyez sur le bouton pour lancer un sort.
climbingMode,Mode Escalade.
rappelMode,Mode de rappel.
hangingMode,Mode de pendaison
acuteHearing,Super audition
adrenalineRush,Poussée d'adrénaline
athleticism,Athlétisme
bonusToHit,Bonus de touche
expertiseIn,Expertise en
immunity,Immunité
increasedMagery,Magie accrue
rapidHealing,Guérison rapide
regenerateHealth,Régénère la Santé
resistance,Résistance
spellAbsorption,Absorption de sort
animals,Animaux
daedra,Daedra
humanoid,Humanoïde
undead,Zombie
axe,Hache
bluntWeapon,Arme contondante
handToHand,Mains nues
longBlade,Lame longue
missileWeapon,Projectile
shortBlade,Lame courte
toDisease,Pour la maladie
toFire,Pour le feu
toFrost,Pour le gel
toMagic,Pour la magie
toParalysis,Pour la paralysie
toPoison,Pour le poison
toShock,Pour la foudre
intInSpellPoints15,"1,5 x INT en points de sort"
intInSpellPoints175,"1,75 x INT en points de sort"
intInSpellPoints2,2 x INT en points de sort
intInSpellPoints3,3 x INT en points de sort
intInSpellPoints,INT en points de sort
general,général
inDarkness,Dans le noir
inLight,À la lumière
whileImmersed,Immergé dans l'eau
criticalWeakness,État critique
damage,Dégâts
darknessPoweredMagery,Magie du noir
forbiddenArmorType,Type d'armure interdit :
forbiddenMaterial,Matériau interdit :
forbiddenShieldTypes,Types de bouclier interdits :
forbiddenWeaponry,Armement interdit :
inabilityToRegen,Impossible de régénérer les points de sort
lightPoweredMagery,Magie de la lumière
lowTolerance,Tolérance faible
phobia,Phobie
fromHolyPlaces,des lieux saints
fromSunlight,de la lumière du soleil
lowerMagicAbilityDaylight,Compétence de magie amoindrie à la lumière du jour
unableToUseMagicInDaylight,Ne peut pas utiliser la magie à la lumière du jour
chain,Maille
leather,Cuir
plate,Plates
adamantium,Adamantium
daedric,Daedrique
dwarven,Nain
ebony,Ébonite
elven,Elfique
iron,Fer
mithril,Mithril
orcish,Orque
silver,Argent
steel,Acier
buckler,Bouclier
kiteShield,Écu
roundShield,Bouclier rond
towerShield,Bouclier
lowerMagicAbilityDarkness,Compétence de magie amoindrie dans le noir
unableToUseMagicInDarkness,Ne peut pas utiliser la magie dans le noir
helpAttributes,Attributs
helpClassName,Nom de la classe
helpGeneral,Général
helpReputations,Réputation
helpSkillAdvancement,Progression de compétence
helpSkills,Compétences
helpSpecialAdvantages,Avantages spéciaux
helpSpecialDisadvantages,Désavantages spéciaux
lower,+ bas
higher,+ haut
unchanged,Inchangé
elsweyr,Elsweyr
blackMarsh,Marais Noir
hammerfell,Hammerfell
highRock,High Rock
morrowind,Morrowind
skyrim,Skyrim
sumurset,Sumurset
valenwood,Valenwood
rollingHills,vallons
desertLand,désert
mountains,montagnes
swamps,marais
forests,forêts
shores,rivages
medical,Médecin
etiquette,Étiquette
streetwise,Argot
jumping,Saut
harpy,Harpie
giantish,Géant
dragonish,Dragon
nymph,Nymphe
aedric,Daedrique
spriggan,Spriggan
centaurian,Centaurien
impish,Impie
lockpicking,Crochetage
mercantile,Marchand
pickpocket,Voleur à la tire
stealth,Furtivité
swimming,Natation
climbing,Escalade
backstabbing,Attaque par derrière
dodging,Esquive
running,Course
destruction,Destruction
restoration,Guérison
illusion,Illusion
alteration,Altération
thaumaturgy,Thaumaturgie
mysticism,Mysticisme
archery,Tir à l'arc
criticalStrike,Coup critique
strength,Force
intelligence,Intelligence
willpower,Volonté
agility,Agilité
endurance,Endurance
personality,Personnalité
speed,Vitesse
luck,Chance
STR,FOR
INT,INT
WIL,VOL
AGI,AGI
END,END
PER,PER
SPD,VIT
LUC,CHA
breton,Breton
redguard,Redguard
darkElf,Elfe Noir
highElf,Haut Elfe
woodElf,Elfe des Bois
khajiit,Khajiit
argonian,Argonian
vampire,Vampire
werewolf,Loup-garou
wereboar,Sanglier-garou
vraseth,Vraseth
haarvenu,Haarvenu
thrafey,Thrafey
lyrezi,Lyrezi
montalion,Montalion
khulari,Khulari
garlythi,Garlythi
anthotis,Anthotis
selenu,Selenu
lockedExteriorDoor,Verrouillée.
canOnlyCastOncePerDay,Ne peut être lancé qu'une seule fois par jour...
youNeedToHuntTheInnocent,Vous avez envie de chasser l'innocent...
youDreamOfTheMoon,Vous rêvez encore de la lune...
inventoryWhileShapechanged,Inventaire inaccessible sous cette forme...
youGetNoResponse,Vous n'obtenez aucune réponse.
copyLogbookInfo,Clic gauche : bascule copie du texte sélectionné. Clic droit : copier toute la conversation courante.
east,est
northeast,nord-est
north,nord
northwest,nord-ouest
west,ouest
southwest,sud-ouest
south,sud
southeast,sud-est
thisPlace,cet endroit
AnyNews,des infos ?
WhereAmI,Où suis-je ?
AnswerTextWhereAmI,Vous êtes dans {0} à {1}.
YouAreInSameBuilding,Vous avez trouvé {0}. Vous êtes dedans.
NpcInSameBuilding,{0} est près d'ici à {1}.
PreviousList,Liste précédente
General,Général
Regional,Régional
Alchemists,Alchimistes
Armorers,Armuriers
Banks,Banques
Bookstores,Librairies
Clothingstores,Magasin de vêtements 
Gemstores,Magasins de cristaux
Generalstores,Bazar
Guilds,Guildes
Libraries,Bibliothèques
Pawnshops,Prêteurs
Taverns,Tavernes
Weaponsmiths,Armuriers
Localtemples,Temples locaux
Sir,Monsieur
Ma'am,Madame
oldLeaderFate0,mort de crise cardiaque
oldLeaderFate1,s'est brisé le cou en tombant
oldLeaderFate2,mort de la peste
oldLeaderFate3,mort écrasé
oldLeaderFate4,fut submergé
oldLeaderFate5,fut trouvé assassiné dans son lit
toBeReplacedStringRegional,N'importe quel
replacementStringRegional,n'importe quel
comma,",  "
resolvingError,...peu importe...
chameleon,Caméléon
charm,Charme
comprehendLanguages,Comprend les langues
continuousDamage,Dégâts continus
createItem,Créer un objet
cure,Guérir
detect,Détecter
disintegrate,Désintègrer
dispel,Annuler un sort
drain,Pomper
elementalResistance,Résistance élémentaire
fortifyAttribute,Renforce attribut
freeAction,Action libre
heal,Guérit
identify,Identifie
invisibility,Invisibilité
levitate,Léviter
light,Allumer
lock,Verrouiller
morphSelf,Se métamorphoser
open,Ouvrir
pacify,Apaiser
paralyze,Paralyser
regenerate,Régénèrer
shadow,Ombre
shield,Bouclier
silence,Silence
slowfall,Chute lente
soulTrap,Piège d'âme
spellReflection,Réflexion de sort
spellResistance,Résistance aux sorts
teleport,Téléporter
transfer,Transférer
waterBreathing,Respiration sous l'eau
waterWalking,Marche sur eau
fire,Feu
frost,Gel
magicka,Magicka
poison,Poison
shock,Choc
enemy,Ennemi
magic,Magie
treasure,Trésor
fatigue,Fatigue
health,Santé
spellPoints,Points de magie
disease,Maladie
paralyzation,Paralysie
animal,Animal
normal,Normal
TRUE,VRAI
noName,<pas de nom>
youDontHaveTheSpellPoints,Vous n'avez pas assez de points de magie...
youAreSilenced,Vous devenez muet.
youAreParalyzed,Vous êtes paralysé.
youFeelDrained,Vous faiblissez.
youAreFortified,Vous êtes fortifié.
youAreInvisible,Vous êtes invisible.
youAreLevitating,Vous lévitez.
youAreRegenerating,Vous vous régénérez.
youAreBlending,Vous fondez.
youAreAShade,Vous êtes une ombre.
slowFallActive,Chute lente active.
saveVersusSpellMade,Arrêt de sort réalisé.
spellEffectFailed,Le sort a été sans effet.
spellAbsorbed,Le sort a été absorbé
spellReflected,Le sort a été réfléchi.
spellResisted,Sort contré.
readyToLock,Prêt à fermer.
readyToOpen,Prêt à ouvrir.
doorLocked,La porte est maintenant fermée.
doorAlreadyLocked,La porte est déjà fermée.
openFailed,Le verrou est trop fort
noSpellbook,Vous n'avez pas de livre de sorts !
sunlightDamageFastTravelDay,Pas de voyage rapide pendant la journée.
trapActive,Piège actif.
trapHumanoid,Le piège est inefficace sur les humanoïdes.
trapSuccess,Âme piégée
trapFail,Le piège a échoué.
trapNoneEmpty,Vous n'avez pas de piège d'âme vide !
stamina,Vigueur
orcStrength,Force d'orque
healing,Guérison
restorePower,Restaurer la Puissance
resistFire,Résiste au feu
resistFrost,Résiste au froid
resistShock,Résiste aux chocs
cureDisease,Guérir maladie
slowFalling,Chute lente
healTrue,Vraie guérison
levitation,Lévitation
resistPoison,Résiste au poison
curePoison,Guérir poison
chameleonForm,Forme caméléon
shadowForm,Forme d'ombre
purification,Purification
LeatherCuirass,Cuirasse en cuir
LeatherGauntlets,Gants en cuir
LeatherGreaves,Jambières en cuir
LeatherLeftPauldron,Épaulière gauche en cuir
LeatherRightPauldron,Épaulière droite en cuir
LeatherHelm,Casque en cuir
LeatherBoots,Bottes en cuir
ChainCuirass,Cotte de maille
ChainGauntlets,Gants en maille
ChainGreaves,Jambières en maille
ChainLeftPauldron,Épaulière en maille gauche
ChainRightPauldron, Épaulière de maille droite
ChainHelm,Casque en maille
ChainBoots,Bottes en maille
SteelCuirass,Cuirasse en acier
SteelGauntlets,Gants en acier
SteelGreaves,Jambières en acier
SteelLeftPauldron,Épaulière gauche en acier
SteelRightPauldron,Épaulière droite en acier
SteelHelm,Casque en acier
SteelBoots,Bottes en acier
SteelBuckler,Bouclier en acier
SteelDagger,Dague en acier
SteelLongsword,Épée en acier
SteelStaff,Bâton en acier
ShortBow,Arc court
Arrows,Flèches
SteelBattleAxe,Hache de combat en acier
Robes,Robes
CastWhenUsed,Lancé quand utilisé :
CastWhenHeld,Lancé quand tenu :
CastWhenStrikes,Lancé quand frappé :
ExtraSpellPts,Points de magie supplémentaires
PotentVs,Fort contre
RegensHealth,Régénère la santé
VampiricEffect,Effet vampirique
IncreasedWeightAllowance,Capacité de portage augmentée
RepairsObjects,Répare les objets
AbsorbsSpells,Absorbe les sorts
EnhancesSkill,Augmente la compétence
FeatherWeight,Poids plume
StrengthensArmor,Renforce armure
ImprovesTalents,Augmente les talents
GoodRepWith,Bonne rép. avec
SoulBound,Ame liée
ItemDeteriorates,L'objet se détériore
UserTakesDamage,L'utilisateur encaisse des dégâts
VisionProblems,Problèmes de vision
WalkingProblems,Difficulté à marcher
LowDamageVs,Peu de dégâts contre
HealthLeech,Pompe la santé
BadReactionsFrom,Sales réactions de
ExtraWeight,Poids supplémentaire
WeakensArmor,Affaiblit armure
BadRepWith,Mauvaise rep. avec
inHolyPlaces,dans les lieux saints
wheneverUsed,n'importe quand
unlessUsedDaily,sauf si utilisé quotidiennement
unlessUsedWeekly,sauf si utilisé chaque semaine
fromHumanoids,des humanoïdes
fromAnimals,des animaux
fromDaedra,d'un Daedra
duringWinter,en hiver
duringSpring,au printemps
duringSummer,en été
duringFall,en automne
duringFullMoon,à la pleine lune
duringHalfMoon,à mi-lune
duringNewMoon,à la nouvelle lune
nearUndead,près de zombies
nearDaedra,près de Deadra
nearHumanoids,près d'humanoïdes
nearAnimals,près d'animaux
undeadLower,zombie
humanoidLower,humanoïde
animalsLower,animaux
animalsUpper,Animaux
allTheTime,toujours
inSunlight,au soleil
inDarknessLower,dans le noir
atRange,à portée
whenStrikes,si touché
add25Percent,25 % de plus
add50Percent,50% de plus
hearing,audition
athleticismLower,athlétisme
adrenalineRushLower,poussée d'adrénaline
